x1,x2,y
-0.073,0.041,0
-1.734,1.088,0
1.833,-1.274,0
0.704,-0.388,0
-0.157,2.856,0
0.522,-0.374,0
-0.703,2.484,0
0.116,1.062,0
-0.655,-0.393,0
-0.536,-0.704,0
-0.367,0.458,0
-1.795,1.848,0
1.726,-1.343,0
0.065,0.22,0
-1.651,-2.116,0
-1.341,-3.564,1
1.126,4.291,1
-3.391,-0.57,1
-1.757,-4.426,1
1.374,5.341,1
-4.507,-3.774,1
-2.819,-1.263,1
0.046,-5.225,1
-5.503,1.618,1
-1.903,3.627,1
5.156,0.166,1
1.815,2.646,1
-2.637,-2.984,1
2.161,-4.799,1
3.581,-0.331,1
-5.231,-1.462,1
-5.632,-0.488,1
-0.247,-3.688,1
-4.554,3.876,1
-3.188,0.669,1
-3.408,-2.435,1
-1.78,-2.747,1
1.185,-5.053,1
4.67,-2.147,1
5.801,0.489,1
-4.068,3.231,1
2.679,-2.702,1
-5.726,0.331,1
-1.639,5.399,1
0.527,-4.663,1
1.212,-4.859,1
1.223,-5.615,1
2.925,-2.945,1
-3.855,1.145,1
-1.201,-3.066,1
3.236,2.276,1
-3.096,-3.153,1
-3.351,1.571,1
-2.098,4.602,1
-1.439,2.924,1
3.666,0.812,1
0.683,4.879,1
3.009,2.391,1
1.327,-3.638,1
-3.172,1.793,1
0.996,4.361,1
-4.886,0.958,1
-0.986,3.093,1
3.129,1.471,1
0.258,-3.663,1
2.461,3.24,1
3.02,3.537,1
5.13,-1.997,1
4.459,-1.355,1
-2.593,-4.857,1
0.269,4.127,1
1.065,3.35,1
3.466,-0.834,1
-1.358,-5.121,1
3.185,-1.377,1
4.996,2.881,1
0.501,-5.916,1
-3.608,0.883,1
-1.425,-4.791,1
-2.395,-2.891,1
3.491,4.098,1
-2.731,2.715,1
-2.013,-4.44,1
-1.199,4.345,1
-1.486,2.759,1
-0.957,3.315,1
-4.994,0.14,1
-5.845,-0.03,1
0.106,5.704,1
0.485,-4.48,1
-4.515,-1.538,1
-3.654,-3.961,1
-5.705,1.054,1
1.822,5.647,1
0.57,-4.677,1
-5.53,-1.701,1
0.97,-3.789,1
3.114,-2.747,1
-3.967,-3.817,1
3.403,-4.266,1
0.208,4.165,1
2.161,-3.211,1
3.726,3.752,1
-1.878,-4.658,1
-4.728,-2.514,1
-0.009,3.908,1
-2.481,2.18,1
-5.68,-1.434,1
2.837,-2.993,1
-0.419,4.316,1
-1.748,5.332,1
-3.248,0.643,1
0.985,3.337,1
-3.52,-0.522,1
-0.475,3.501,1
3.465,-1.734,1
-3.948,-3.553,1
0.042,5.647,1
5.906,-0.298,1
-3.072,-1.934,1
-3.729,-3.374,1
2.508,-4.079,1
-0.002,-3.512,1
-1.489,-2.67,1
-2.836,-1.747,1
3.029,-4.932,1
1.867,3.286,1
2.813,4.901,1
-3.439,-0.238,1
-4.131,0.753,1
-4.497,0.218,1
0.753,4.796,1
6.445,4.625,2
4.481,-6.825,2
0.288,8.909,2
-0.487,7.667,2
6.591,1.07,2
-1.939,-5.92,2
-8.449,1.471,2
-5.759,5.044,2
0.351,-7.866,2
1.594,6.085,2
5.573,3.27,2
-0.567,-8.623,2
-6.724,-0.142,2
3.601,-4.871,2
6.591,5.621,2
-0.594,-8.515,2
1.493,-7.722,2
3.808,-5.409,2
3.74,-6.01,2
-6.525,3.916,2
-2.397,5.959,2
4.966,-4.817,2
-6.092,-1.774,2
-2.729,5.882,2
1.568,6.046,2
-7.423,-2.812,2
2.784,-8.272,2
7.405,1.884,2
-1.859,-5.726,2
7.998,3.161,2
2.894,6.896,2
-8.011,2.666,2
-7.832,-1.224,2
-6.428,-4.834,2
0.875,-6.19,2
4.462,-6.164,2
-6.4,2.955,2
7.046,-1.81,2
0.104,-8.341,2
6.969,-5.249,2
-6.682,-0.624,2
-4.067,5.453,2
7.512,-2.004,2
3.646,7.708,2
8.066,0.702,2
-8.458,2.524,2
-8.012,2.881,2
-4.698,-5.152,2
-2.401,6.998,2
-7.365,-1.929,2
7.867,-1.189,2
6.366,-0.674,2
-5.229,3.371,2
6.514,3.336,2
-4.012,-5.705,2
4.824,-5.82,2
6.037,1.654,2
-6.046,0.016,2
6.607,4.536,2
-6.482,1.529,2
7.335,5.054,2
4.589,-4.246,2
-0.745,-7.458,2
-5.536,-3.599,2
-8.299,3.062,2
-8.554,1.981,2
-6.115,-2.848,2
5.476,6.794,2
5.575,7.013,2
-5.973,-2.522,2
5.536,6.223,2
5.274,6.678,2
3.841,-6.598,2
4.543,4.082,2
-5.61,6.494,2
4.364,4.139,2
-7.593,0.137,2
7.569,-2.415,2
-4.397,6.253,2
6.076,0.125,2
-6.857,5.329,2
0.985,6.235,2
-5.628,4.002,2
2.914,8.371,2
-0.5,-8.039,2
3.61,-6.701,2
1.242,-6.007,2
-1.65,7.251,2
6.699,4.516,2
7.142,-3.94,2
7.954,-1.879,2
4.222,-7.734,2
2.126,-6.744,2
4.729,-7.629,2
-7.155,-2.963,2
-5.912,2.536,2
5.671,2.67,2
-7.726,3.512,2
-7.891,1.122,2
-3.082,6.322,2
6.91,-1.09,2
-2.6,7.173,2
-7.766,2.662,2
-8.0,-4.115,2
2.594,6.83,2
6.118,-2.585,2
0.139,7.822,2
3.17,7.61,2
-5.951,-1.752,2
8.198,-0.424,2
1.646,7.604,2
8.29,0.985,2
-5.95,2.097,2
6.576,1.226,2
-5.808,3.633,2
-7.549,-4.351,2
-1.073,6.743,2
6.276,3.599,2
-1.779,5.798,2
-0.22,6.074,2
2.381,5.508,2
-5.18,6.669,2
-3.735,-5.214,2
-5.669,2.257,2
2.454,-7.845,2
-5.145,4.46,2
6.062,-1.689,2
-5.777,-3.147,2
8.37,1.805,2
0.131,-7.101,2
3.707,5.906,2
-3.215,-5.742,2
10.503,-0.144,3
5.24,-8.392,3
6.412,-7.94,3
-9.337,1.745,3
-7.528,6.893,3
10.501,-1.336,3
5.003,7.783,3
-4.197,-10.093,3
-10.72,4.35,3
-9.063,-2.562,3
-9.687,3.703,3
-7.253,7.912,3
9.63,1.428,3
-7.99,4.176,3
-2.359,9.966,3
3.899,10.533,3
-8.011,6.024,3
-3.91,-8.213,3
8.748,-4.826,3
-8.407,3.785,3
6.314,10.132,3
9.269,7.128,3
9.592,4.189,3
-5.081,8.87,3
-9.622,6.682,3
4.937,8.001,3
-4.194,9.662,3
-8.321,-6.721,3
9.68,-6.514,3
-11.057,-0.893,3
0.88,-11.621,3
-10.896,-1.482,3
9.145,2.988,3
-9.849,-3.022,3
2.83,-8.739,3
-4.774,-7.677,3
-0.07,9.199,3
9.937,-4.009,3
9.566,5.349,3
8.891,2.406,3
9.338,7.134,3
2.098,-9.59,3
10.173,1.8,3
5.913,-7.952,3
6.644,-8.2,3
-7.992,-8.315,3
0.198,9.543,3
-0.127,11.419,3
11.205,0.641,3
7.388,-7.125,3
1.247,10.11,3
-7.719,-7.972,3
8.307,6.191,3
-10.268,-0.445,3
-2.341,-9.184,3
-0.826,-9.791,3
8.905,7.859,3
1.706,-10.989,3
-10.352,-4.527,3
-9.013,2.853,3
-1.244,-10.638,3
-4.295,-8.355,3
4.395,-8.324,3
4.79,-8.539,3
-1.362,-9.422,3
-6.028,7.366,3
-11.692,1.971,3
-1.421,9.595,3
-5.745,-7.341,3
-7.571,-5.533,3
-7.698,-6.668,3
3.933,-9.977,3
7.189,7.092,3
-7.254,5.566,3
8.134,-5.134,3
-10.489,-3.037,3
-0.452,-10.353,3
9.943,-4.357,3
8.927,-4.012,3
10.259,0.157,3
-7.622,8.42,3
0.707,-11.815,3
6.587,9.342,3
-11.288,1.976,3
5.114,7.527,3
1.192,9.15,3
7.972,-8.032,3
-6.489,8.923,3
9.837,6.376,3
-10.455,1.388,3
-5.653,-10.218,3
-10.838,-2.085,3
-4.659,8.388,3
-9.177,6.649,3
-1.13,-10.974,3
8.354,4.488,3
-2.22,-11.114,3
9.873,5.421,3
-5.557,7.293,3
-2.428,-8.858,3
-3.697,8.338,3
-6.405,-6.424,3
-4.402,10.424,3
-7.947,7.7,3
-7.461,6.201,3
-8.962,2.085,3
-7.006,8.113,3
0.94,-9.741,3
-10.692,-1.961,3
3.767,-9.98,3
-5.997,-7.985,3
-8.916,-2.383,3
11.418,3.581,3
8.756,-2.769,3
-1.087,-10.4,3
-5.243,7.407,3
-7.279,-6.175,3
1.587,-10.754,3
-3.951,10.487,3
8.352,3.446,3
8.404,-3.727,3
-8.847,5.764,3
-9.475,-1.241,3
8.602,6.393,3
-9.59,-6.02,3
9.849,-4.953,3
-0.594,11.686,3
-4.176,-8.52,3
-5.649,-9.529,3
-8.457,-4.053,3
-7.099,-6.401,3
-5.104,-7.687,3
-10.827,1.465,3
-5.911,-9.544,3
3.617,8.874,3
9.343,3.987,3
