x1,x2,y
7.802,-6.134,1
8.731,2.59,1
5.637,-9.825,1
6.502,-0.585,1
8.576,2.522,1
9.387,-7.847,1
10.998,-7.737,1
10.121,2.352,1
10.845,-8.485,1
9.216,-0.814,1
6.464,0.483,1
5.125,-0.575,1
10.861,-1.875,1
6.113,-0.211,1
7.214,2.818,1
11.309,-4.422,1
11.94,-0.032,1
5.059,-9.537,1
9.118,-9.073,1
8.801,-3.43,1
5.158,-5.62,1
10.918,-3.511,1
6.509,-7.699,1
9.63,-1.749,1
3.325,2.043,1
11.945,-3.088,1
6.334,-2.736,1
9.179,0.03,1
8.41,1.909,1
8.883,0.265,1
3.623,1.343,1
4.613,-9.208,1
10.013,-9.899,1
11.026,-6.608,1
7.105,-1.554,1
6.458,-6.045,1
8.176,2.953,1
9.247,-0.375,1
9.416,-8.24,1
8.122,0.1,1
1.874,9.026,2
-8.604,7.758,2
1.07,4.506,2
2.985,3.927,2
-6.537,6.641,2
-4.434,6.484,2
-2.421,5.324,2
-9.876,8.051,2
-8.88,3.81,2
-7.52,3.853,2
-6.586,9.29,2
-2.684,7.184,2
2.564,5.379,2
-1.247,3.354,2
-9.092,7.599,2
-0.336,8.558,2
-3.315,8.402,2
1.553,5.88,2
0.119,7.939,2
-4.751,3.125,2
-3.923,5.762,2
-1.704,4.709,2
-3.846,5.997,2
-10.006,6.027,2
-6.285,5.748,2
-6.85,8.366,2
-4.749,4.93,2
-3.55,8.531,2
1.843,6.009,2
-2.402,3.479,2
-3.594,5.578,2
0.989,7.791,2
-7.998,9.34,2
-11.752,9.787,2
-7.219,8.814,2
-7.297,4.825,2
-5.216,6.703,2
-6.899,4.53,2
-0.164,6.091,2
-0.164,4.287,2
-5.046,5.827,2
-11.218,4.731,2
-0.977,7.447,2
-10.42,5.96,2
-2.287,9.483,2
2.747,9.504,2
-7.457,8.636,2
-6.283,6.622,2
-0.406,7.952,2
-1.918,5.619,2
-0.812,9.416,2
-1.325,7.44,2
-1.53,4.051,2
-9.524,4.86,2
-9.537,8.958,2
-7.164,9.147,2
-5.225,5.698,2
-11.289,6.032,2
-10.623,5.242,2
-0.289,3.332,2
-8.448,5.12,2
-3.811,9.954,2
-4.383,4.649,2
-4.065,8.037,2
-11.987,6.049,2
-11.243,9.813,2
-3.762,8.834,2
-4.332,6.286,2
-9.775,3.429,2
-11.826,4.292,2
-1.118,8.882,2
1.555,4.695,2
-0.62,7.851,2
-0.766,7.851,2
-2.52,8.456,2
-3.416,7.134,2
1.368,6.53,2
1.057,5.044,2
0.64,3.513,2
2.104,4.217,2
-0.549,6.594,2
-8.641,4.343,2
-7.039,8.045,2
-3.606,9.827,2
0.893,4.339,2
-5.708,7.325,2
1.831,5.686,2
1.808,7.891,2
-9.243,5.301,2
-8.454,5.611,2
-4.536,5.435,2
-2.725,6.643,2
-4.61,7.917,2
-10.122,7.101,2
-7.512,8.196,2
-4.165,6.84,2
-1.278,4.946,2
-6.509,9.141,2
-9.421,7.628,2
-6.915,7.118,2
-7.819,8.751,2
-5.963,9.252,2
-6.168,3.541,2
1.872,9.4,2
-4.29,5.931,2
-2.861,8.51,2
-7.478,9.069,2
-10.927,4.377,2
0.676,3.386,2
-7.83,7.825,2
-11.583,3.808,2
-0.981,-5.779,3
-3.047,0.819,3
-2.738,-0.369,3
-3.056,1.194,3
-0.099,2.89,3
-10.397,-5.1,3
1.297,-7.456,3
-8.691,0.401,3
-3.561,-6.8,3
-2.138,-6.755,3
2.518,-6.963,3
-6.372,-3.836,3
-9.22,-4.032,3
-1.982,-7.287,3
-9.472,-1.008,3
-11.446,-2.247,3
-7.124,-7.726,3
-9.834,-0.708,3
-6.014,-8.868,3
-1.319,-3.975,3
2.529,-8.769,3
0.422,2.993,3
0.837,-3.151,3
2.952,-1.547,3
-7.448,2.168,3
-2.775,-3.072,3
-4.433,-4.676,3
0.358,-6.569,3
-3.633,-2.194,3
-3.593,-6.358,3
2.555,-8.121,3
-5.452,-6.944,3
-7.906,1.843,3
-5.642,2.799,3
1.162,0.174,3
-6.954,-7.283,3
-5.195,1.219,3
-6.532,0.618,3
2.401,2.643,3
-7.463,-8.926,3
0.178,-1.122,3
-5.264,-8.478,3
-9.206,-3.749,3
1.695,-2.575,3
-1.272,-9.197,3
-3.02,-8.885,3
-1.539,-3.391,3
-9.094,-8.639,3
-9.293,-0.409,3
-9.623,2.142,3
-0.372,-7.212,3
2.162,-2.454,3
-3.062,-2.338,3
-8.031,-9.221,3
-5.318,-5.93,3
1.271,-4.936,3
-6.9,-8.954,3
-10.802,-1.639,3
-1.684,-8.429,3
-6.782,1.756,3
0.072,-3.858,3
-3.21,-3.709,3
-5.605,-9.034,3
-4.974,-1.87,3
-3.336,-4.734,3
-9.553,-9.017,3
-7.7,-8.747,3
-10.378,-3.508,3
-4.0,-9.582,3
-1.635,-0.032,3
-9.248,-6.156,3
-0.662,-5.844,3
-9.684,-6.838,3
-7.883,-1.451,3
-7.522,-6.547,3
-5.398,-1.025,3
-8.214,-9.379,3
-6.116,-9.336,3
-0.318,-9.037,3
-9.733,0.209,3
2.331,1.544,3
-2.719,1.322,3
-8.781,1.878,3
-0.147,-4.087,3
-7.888,-5.668,3
-4.455,-4.394,3
-6.761,-1.132,3
0.623,-2.604,3
-1.495,-5.52,3
1.274,-0.897,3
-3.684,-2.159,3
-9.289,-3.175,3
-8.368,0.134,3
-3.868,-1.507,3
-11.345,-0.925,3
-5.989,-1.477,3
-10.05,-2.712,3
-10.894,-5.248,3
2.271,-2.777,3
0.286,-4.908,3
-11.972,-3.511,3
-8.301,1.923,3
2.933,-3.758,3
-0.947,0.397,3
1.405,-4.782,3
-10.762,-6.92,3
-10.544,-2.594,3
-7.202,-3.124,3
-0.27,1.576,3
-0.479,2.611,3
-0.65,0.835,3
-6.875,-3.442,3
-7.118,1.155,3
-7.484,-2.62,3
-6.593,2.263,3
-7.181,-9.7,3
-2.753,1.954,3
-10.578,-0.364,3
-5.537,-4.712,3
-2.494,-4.247,3
-5.372,-2.994,3
-10.205,-1.244,3
-2.195,0.886,3
-3.877,-4.069,3
-1.291,-5.025,3
-8.664,1.928,3
-9.769,-4.831,3
-9.906,-2.098,3
-10.187,-7.932,3
-1.288,-7.657,3
-11.248,1.629,3
-7.58,-6.725,3
2.105,-4.857,3
-5.95,-0.992,3
-7.351,-1.579,3
-1.125,0.926,3
1.172,-5.282,3
1.294,1.776,3
-4.904,-4.461,3
0.332,-4.819,3
-11.043,-2.505,3
1.472,-1.548,3
-6.073,2.746,3
-8.359,-6.204,3
1.216,-6.822,3
-0.674,2.624,3
-1.55,-7.929,3
-1.07,-2.729,3
-6.143,-2.187,3
-8.551,-1.61,3
-0.151,0.449,3
0.93,1.989,3
-10.906,-5.866,3
-7.656,-4.405,3
-1.466,-2.851,3
-1.362,-6.099,3
-2.644,0.574,3
-11.117,-5.671,3
-1.428,-1.176,3
-9.307,-2.077,3
-5.271,2.155,3
-3.842,-9.02,3
1.527,0.109,3
-9.101,-9.697,3
1.535,0.044,3
-1.992,-9.77,3
-0.275,-1.163,3
-7.355,-5.99,3
-4.502,-9.129,3
-5.844,-2.461,3
1.454,-3.751,3
-3.215,-6.006,3
0.006,-6.915,3
-11.958,-4.798,3
-5.82,-8.551,3
-7.774,1.143,3
-3.139,-8.244,3
1.151,-3.08,3
-5.792,-9.999,3
1.5,1.45,3
-5.437,1.659,3
-3.665,-1.947,3
-0.206,-7.292,3
-9.577,-0.061,3
-6.7,-7.809,3
-10.819,-5.673,3
-9.285,-3.735,3
-7.755,-4.495,3
-1.288,-6.971,3
-1.004,-1.534,3
-2.246,-3.404,3
-5.374,-6.434,3
-2.541,1.442,3
-11.843,-0.828,3
1.338,-1.35,3
-10.317,-6.602,3
0.996,2.357,3
-4.862,-4.907,3
2.585,1.818,3
-2.496,-2.773,3
-0.07,-0.919,3
